id,name,urban_area,state_code,state,postcode,type,latitude,longitude,elevation,population,area,local_government_area,timezone,bordering_location_ids
12623,Suttor,,QLD,Queensland,4743,Rural locality,-21.34439,148.00593,323,0,369.631,Isaac (Regional Council),Australia/Brisbane,4185/5243/9122/9856
12624,Svensson Heights,Bundaberg,QLD,Queensland,4670,Suburb,-24.88627,152.33566,26,3203,2.776,Bundaberg (Regional Council),Australia/Brisbane,2015/6858/8610/10137
12625,Swanbank,,QLD,Queensland,4306,Rural locality,-27.65331,152.82307,81,0,17.406,Ipswich (City),Australia/Brisbane,1270/4801/9839/11163/11244/11391/12204/14411
12626,Swan Bay,,NSW,New South Wales,2324,Rural locality,-32.70242,151.9655,3,316,31.64,Port Stephens (Area),Australia/Sydney,4721/6775/8395/13471
12627,Swan Bay,,NSW,New South Wales,2471,Rural locality,-29.05987,153.31362,4,223,38.506,Richmond Valley (Area),Australia/Sydney,1909/2054/4216/9852/10129/14751
12628,Swan Bay,,TAS,Tasmania,7252,Rural locality,-41.2962,146.98764,20,286,13.892,Launceston (City),Australia/Hobart,3881/9139/14585
12629,Swan Bay,,VIC,Victoria,3225,Rural locality,-38.25239,144.61614,6,59,11.313,Greater Geelong (City),Australia/Melbourne,4044/8138/10891/11133/12422
12630,Swanbourne,Perth,WA,Western Australia,6010,Suburb,-31.98249,115.77062,28,4059,5.255,Claremont (Town),Australia/Perth,2820/2833/3338/9112
12631,Swanbrook,,NSW,New South Wales,2360,Rural locality,-29.71017,151.22234,640,10,33.955,Inverell (Area),Australia/Sydney,6383/7802/10170/11777/14799
12632,Swan Creek,,NSW,New South Wales,2462,Rural locality,-29.66861,152.98161,14,111,9.154,Clarence Valley (Area),Australia/Sydney,2845/5576/13517
12633,Swan Creek,,QLD,Queensland,4370,Rural locality,-28.1935,152.12956,480,139,26.07,Southern Downs (Regional Council),Australia/Brisbane,4937/6610/12049/13015/15063
12634,Swanfels,,QLD,Queensland,4371,Rural locality,-28.17653,152.26631,550,132,126.799,Southern Downs (Regional Council),Australia/Brisbane,2914/4466/8286/9322/13352/13580/15063
12635,Swanhaven,,NSW,New South Wales,2540,Urban locality,-35.18076,150.57481,16,193,2.127,Shoalhaven (City),Australia/Sydney,3509/8825/12613
12636,Swan Hill,,VIC,Victoria,3585,Urban locality,-35.33618,143.56018,68,10905,126.581,Swan Hill (Rural City),Australia/Melbourne,2589/5494/9520/9528/9529/10690/12637/13494/14879
12637,Swan Hill West,,VIC,Victoria,3585,Rural locality,-35.38322,143.42658,89,4,94.094,Swan Hill (Rural City),Australia/Melbourne,1954/5494/10152/12636/13521/13522/14879
12638,Swan Island,,VIC,Victoria,3225,Urban locality,-38.24998,144.68843,7,0,2.933,Queenscliffe (Borough),Australia/Melbourne,11133
12639,Swan Marsh,,VIC,Victoria,3249,Rural locality,-38.37238,143.38587,142,121,54.974,Colac-Otway (Shire),Australia/Melbourne,2043/2528/6415/10858/12468
12640,Swan Point,,TAS,Tasmania,7275,Urban locality,-41.25568,146.96658,8,282,1.748,West Tamar (Municipality),Australia/Hobart,5566/11429
12641,Swanpool,,VIC,Victoria,3673,Rural locality,-36.72705,145.99983,204,207,66.527,Benalla (Rural City),Australia/Melbourne,991/7656/7657/7658/8957/11717/14037
12642,Swanport,,SA,South Australia,5253,Rural locality,-35.15371,139.31055,8,155,2.731,Murray Bridge (Rural City),Australia/Adelaide,7794/8857/9524/9527/11401
12643,Swan Reach,,SA,South Australia,5354,Urban locality,-34.56752,139.59798,23,283,382.139,Mid Murray (District Council),Australia/Adelaide,514/515/1126/1244/4754/7473/8211/9624/9919/10145/10451/11087/11873/12578
12644,Swan Reach,,VIC,Victoria,3903,Rural locality,-37.81442,147.87083,56,751,41.635,East Gippsland (Shire),Australia/Melbourne,2004/6576/6655/8527/10199/12750
12645,Swans Crossing,,NSW,New South Wales,2439,Rural locality,-31.59931,152.58418,185,0,25.036,Port Macquarie-Hastings (Area),Australia/Sydney,501/1232/2190/6884/7826/13629
12646,Swansea,Newcastle,NSW,New South Wales,2281,Suburb,-33.08943,151.63705,5,5058,4.873,Lake Macquarie (City),Australia/Sydney,2631/9531/10839/12648
12647,Swansea,,TAS,Tasmania,7190,Urban locality,-42.12638,148.07607,14,866,243.803,Glamorgan/Spring Bay (Municipality),Australia/Hobart,3406/3935/7383/11475/13246
12648,Swansea Heads,Newcastle,NSW,New South Wales,2281,Suburb,-33.09521,151.65705,18,614,0.863,Lake Macquarie (City),Australia/Sydney,2631/12646
12649,Swans Lagoon,,QLD,Queensland,4807,Rural locality,-20.07884,147.22463,63,0,468.638,Burdekin (Shire),Australia/Brisbane,3623/4351/8607/9407/11219
12650,Swanston,,TAS,Tasmania,7120,Rural locality,-42.33963,147.74106,171,19,98.716,Southern Midlands (Municipality),Australia/Hobart,1915/7581/7730/12451/13246
12651,Swan Vale,,NSW,New South Wales,2370,Rural locality,-29.76975,151.4847,840,42,94.588,Inverell (Area),Australia/Sydney,4434/7021/8299/9880/12292/14799
12652,Swan View,Perth,WA,Western Australia,6056,Suburb,-31.88595,116.04647,35,7907,7.438,Mundaring (Shire),Australia/Perth,949/5615/6238/6479/8580/12513
12653,Swanwater,,VIC,Victoria,3477,Rural locality,-36.54106,143.1032,156,18,48.376,Northern Grampians (Shire),Australia/Melbourne,3251/5656/12355/12615/12654
12654,Swanwater West,,VIC,Victoria,3480,Rural locality,-36.51237,143.02609,158,14,48.216,Northern Grampians (Shire),Australia/Melbourne,453/3251/5656/12653/13347
12655,Swede Flat,,SA,South Australia,5270,Rural locality,-36.46837,140.51382,84,21,62.39,Tatiara (District Council),Australia/Adelaide,7116/8183/9463/10441/14493
12656,Sweers Island,,QLD,Queensland,4809,Rural locality,-17.10222,139.61714,4,5,10.936,Mornington (Shire),Australia/Brisbane,
12657,Sweetmans Creek,,NSW,New South Wales,2325,Rural locality,-32.88805,151.1907,114,59,10.587,Cessnock (City),Australia/Sydney,2642/3314/10614
12658,Swifts Creek,,VIC,Victoria,3896,Rural locality,-37.2501,147.7121,296,278,282.863,East Gippsland (Shire),Australia/Melbourne,1171/1829/2578/3923/4486/4487/10203/10324/13214/14228
12659,Sydenham,Sydney,NSW,New South Wales,2044,Suburb,-33.91522,151.1661,8,1145,0.27,Inner West (Area),Australia/Sydney,8255/12479/12914
12660,Sydenham,Melbourne,VIC,Victoria,3037,Suburb,-37.70004,144.76462,115,10838,3.56,Brimbank (City),Australia/Melbourne,2254/3786/6111/6810/12882/12883
12661,Sydney,,NSW,New South Wales,2000,Major urban locality,-33.86714,151.20711,58,17252,2.94,Sydney (City),Australia/Sydney,671/3701/5956/8621/11112/12610/13050/13523/14834
12662,Sydney Olympic Park,Sydney,NSW,New South Wales,2127,Suburb,-33.8479,151.06667,24,1736,6.629,Parramatta (City),Australia/Sydney,3081/6179/6182/7627/7630/9850/12012/14230
12663,Sylvania,Sydney,NSW,New South Wales,2224,Suburb,-34.00808,151.1051,28,10479,3.376,Sutherland Shire (Area),Australia/Sydney,1288/5782/6702/6746/8715/12664
12664,Sylvania Waters,Sydney,NSW,New South Wales,2224,Suburb,-34.0198,151.11585,3,3169,1.06,Sutherland Shire (Area),Australia/Sydney,8715/12663/12822
12665,Sylvaterre,,VIC,Victoria,3575,Rural locality,-36.08671,144.23616,117,17,36.184,Loddon (Shire),Australia/Melbourne,6619/11109/12954
12666,Symonston,Canberra,ACT,Australian Capital Territory,2609,Suburb,-35.3474,149.15879,583,559,9.79,Unincorporated,Australia/Sydney,4972/5025/6525/9704/10321/11262
12667,Syndicate,,QLD,Queensland,4873,Rural locality,-16.42884,145.33869,146,0,116.484,Douglas (Shire),Australia/Brisbane,3761/4742/8531/9044/9045/9107/11932/14442
12668,Taabinga,,QLD,Queensland,4610,Rural locality,-26.58727,151.83498,436,549,31.137,South Burnett (Regional Council),Australia/Brisbane,3141/5413/6387/6996
12669,Tabberabbera,,VIC,Victoria,3875,Rural locality,-37.54975,147.35129,344,0,16.188,East Gippsland (Shire),Australia/Melbourne,2942/3691/11663
12670,Tabbil Creek,,NSW,New South Wales,2420,Rural locality,-32.42619,151.73796,53,40,17.329,Dungog (Area),Australia/Sydney,127/4117/5865/12548/14638
12671,Tabbimoble,,NSW,New South Wales,2472,Rural locality,-29.20453,153.26756,26,31,153.765,Richmond Valley (Area),Australia/Sydney,2054/4522/5112/6455/9852/12998/14860
12672,Tabbita,,NSW,New South Wales,2652,Rural locality,-34.10565,145.84782,118,73,453.772,Carrathool (Area),Australia/Sydney,1516/2542/5428/9580/9794/13961/14030
12673,Tabilk,,VIC,Victoria,3607,Rural locality,-36.84644,145.17346,138,131,80.685,Strathbogie (Shire),Australia/Melbourne,436/7766/8117/8744/9622/10128
12674,Table Cape,,TAS,Tasmania,7325,Rural locality,-40.95415,145.72674,170,91,11.449,Waratah/Wynyard (Municipality),Australia/Hobart,1343/4813/14987
12675,Tablederry,,QLD,Queensland,4732,Rural locality,-22.47047,144.48916,226,32,1506.779,Barcaldine (Regional Council),Australia/Brisbane,629/2335/3285/3300/9572/11027
12676,Tablelands,,NT,Northern Territory,862,Rural locality,-18.63152,136.02984,220,210,33393.555,Barkly (Regional Council),Australia/Darwin,3331/3435/9908/10496/11200/12764/14056
12677,Tablelands,,QLD,Queensland,4605,Rural locality,-26.18172,151.95239,491,100,40.953,South Burnett (Regional Council),Australia/Brisbane,3473/5448/8163/8481/9507/10231/12579
12678,Tablelands,,QLD,Queensland,4680,Rural locality,-24.29837,150.89641,527,0,385.654,Gladstone (Regional Council),Australia/Brisbane,1639/2374/3877/4089/9068/13662
12679,Table Top,,NSW,New South Wales,2640,Rural locality,-35.98027,147.00033,240,1425,175.329,Albury (City),Australia/Sydney,1615/4540/5095/6558/9059/9420/12267/12711/13105/14635
12680,Tabooba,,QLD,Queensland,4285,Rural locality,-28.13417,152.96165,81,72,24.212,Scenic Rim (Regional Council),Australia/Brisbane,2803/6379/6895/7493/10260/12758
12681,Tabor,,VIC,Victoria,3289,Rural locality,-37.80436,142.18241,197,39,37.603,Southern Grampians (Shire),Australia/Melbourne,3478/5046/10689/12857/15143
12682,Tabragalba,,QLD,Queensland,4285,Rural locality,-28.00938,153.07862,173,49,26.532,Scenic Rim (Regional Council),Australia/Brisbane,846/1118/1211/1635/9931
12683,Tabulam,,NSW,New South Wales,2469,Rural locality,-28.8872,152.56855,129,470,356.354,Kyogle (Area),Australia/Sydney,1524/3527/3767/4006/6453/7835/7854/7861/7878/8881/10433/10443/11738/15006
12684,Tacoma,Central Coast,NSW,New South Wales,2259,Suburb,-33.28527,151.45818,6,633,2.177,Central Coast (City),Australia/Sydney,11478/12685/13400/13749/14991
12685,Tacoma South,Central Coast,NSW,New South Wales,2259,Suburb,-33.28959,151.45704,6,248,1.485,Central Coast (City),Australia/Sydney,12684/13398/14991
12686,Taggerty,,VIC,Victoria,3714,Rural locality,-37.32151,145.71198,207,328,122.577,Murrindindi (Shire),Australia/Melbourne,34/2189/7667/9542/11621/13087
12687,Tahara,,VIC,Victoria,3301,Rural locality,-37.74244,141.70219,190,36,73.013,Glenelg (Shire),Australia/Melbourne,1675/5557/8996/12688/12689/12855/13942/15241
12688,Tahara Bridge,,VIC,Victoria,3315,Rural locality,-37.6881,141.64833,185,20,26.707,Glenelg (Shire),Australia/Melbourne,3002/8477/10585/12687/12689/12855
12689,Tahara West,,VIC,Victoria,3310,Rural locality,-37.72728,141.63965,156,21,25.65,Glenelg (Shire),Australia/Melbourne,5557/8477/12687/12688
12690,Tahlee,,NSW,New South Wales,2324,Rural locality,-32.66751,152.00479,9,21,2.995,Mid-Coast (Area),Australia/Sydney,2548/6775
12691,Tahmoor,,NSW,New South Wales,2573,Urban locality,-34.22788,150.5886,272,5067,16.978,Wollondilly (Area),Australia/Sydney,688/2187/3348/10735/10758/13062/14563
12692,Taigum,Brisbane,QLD,Queensland,4018,Suburb,-27.34248,153.0466,10,6495,3.033,Brisbane (City),Australia/Brisbane,1499/1645/3749/4771/15260
12693,Tailem Bend,,SA,South Australia,5260,Urban locality,-35.2538,139.45428,23,1665,233.814,The Coorong (District Council),Australia/Adelaide,3133/4440/6537/6876/8857/8953/9741/14206/14796
12694,Takalarup,,WA,Western Australia,6324,Rural locality,-34.5735,118.11308,171,101,442.075,Plantagenet (Shire),Australia/Perth,7105/9669/10474/10945/12208/12405/14821
12695,Takilberan,,QLD,Queensland,4671,Rural locality,-24.88231,151.68471,123,21,238.214,Bundaberg (Regional Council),Australia/Brisbane,4978/7112/7396/8827/8885/9866/14708
12696,Takone,,TAS,Tasmania,7325,Rural locality,-41.16423,145.63476,298,81,44.287,Waratah/Wynyard (Municipality),Australia/Hobart,2252/6019/10340/11036/14348/15206
12697,Takura,,QLD,Queensland,4655,Rural locality,-25.33018,152.71906,39,528,52.092,Fraser Coast (Regional Council),Australia/Brisbane,886/2093/3397/4110/13223/13849
12698,Talandji,,WA,Western Australia,6710,Rural locality,-22.16639,114.53333,7,3106,5676.433,Ashburton (Shire),Australia/Perth,2372/4626/9668/10333/10645/15071
12699,Talarm,,NSW,New South Wales,2447,Rural locality,-30.70116,152.81971,21,219,29.246,Nambucca (Area),Australia/Sydney,3094/3095/7990/12110/13655/15115
12700,Talaroo,,QLD,Queensland,4871,Rural locality,-18.12461,143.94732,352,0,477.373,Etheridge (Shire),Australia/Brisbane,26/4357/5075/9323
12701,Talawa,,TAS,Tasmania,7263,Rural locality,-41.27887,147.71885,314,53,12.882,Dorset (Municipality),Australia/Hobart,11382/13354
12702,Talawanta,,NSW,New South Wales,2839,Rural locality,-29.52,146.95023,126,28,1234.235,Brewarrina (Area),Australia/Sydney,1714/3022/5420/9710/14187
12703,Talbingo,,NSW,New South Wales,2720,Urban locality,-35.58162,148.30331,420,239,88.309,Snowy Valleys (Area),Australia/Sydney,1316/1374/1929/10205/10792
12704,Talbot,,VIC,Victoria,3371,Rural locality,-37.17146,143.69814,240,442,32.468,Central Goldfields (Shire),Australia/Melbourne,199/2455/3619/4092/7643/11275/12464
12705,Talbot,,WA,Western Australia,6302,Rural locality,-32.025,116.65778,273,115,180.192,York (Shire),Australia/Perth,562/1102/4824/5135/5776/9272/12520/12706
12706,Talbot West,,WA,Western Australia,6302,Rural locality,-32.13,116.69944,237,20,56.086,Beverley (Shire),Australia/Perth,1102/3626/4802/4824/12705
12707,Taldora,,QLD,Queensland,4823,Rural locality,-19.64218,140.94233,81,37,13203.832,McKinlay (Shire),Australia/Brisbane,2898/4726/4898/6606/8087/11796/12445/13095
12708,Taldra,,SA,South Australia,5311,Rural locality,-34.37457,140.83856,22,32,308.724,Loxton Waikerie (District Council),Australia/Adelaide,1944/9534/12795/14782/15041
12709,Talegalla Weir,,QLD,Queensland,4650,Rural locality,-25.79465,152.69067,48,123,50.529,Fraser Coast (Regional Council),Australia/Brisbane,803/804/13110/13384
12710,Talgai,,QLD,Queensland,4362,Rural locality,-28.03802,151.89896,448,106,70.995,Southern Downs (Regional Council),Australia/Brisbane,153/1450/3838/4417/4428/6012/11753/13709
12711,Talgarno,,VIC,Victoria,3691,Rural locality,-36.08039,147.19241,256,219,141.838,Towong (Shire),Australia/Melbourne,943/1089/1615/5071/5553/6491/7375/12679/14635/14978
12712,Talgomine,,WA,Western Australia,6490,Rural locality,-31.18469,118.24626,331,28,168.248,Nungarin (Shire),Australia/Perth,2679/4358/5441/10165/10196
12713,Talia,,SA,South Australia,5670,Rural locality,-33.32084,134.87944,25,8,186.815,Elliston (District Council),Australia/Adelaide,3051/9131/9353/13688
12714,Talisker,,WA,Western Australia,6701,Rural locality,-26.27138,115.25588,210,0,2876.167,Shark Bay (Shire),Australia/Perth,5832/8374/9497/13239/14784/15019
12715,Tallai,Gold Coast,QLD,Queensland,4213,Suburb,-28.05656,153.32866,48,4150,13.003,Gold Coast (City),Australia/Brisbane,55/5156/9388/14899
12716,Tallandoon,,VIC,Victoria,3701,Rural locality,-36.40799,147.23071,224,79,84.166,Towong (Shire),Australia/Melbourne,2695/4525/11758/12719
12717,Tallangatta,,VIC,Victoria,3700,Urban locality,-36.22137,147.17195,216,1082,55.527,Towong (Shire),Australia/Melbourne,1089/2695/6297/6491/10313/12718/12719
12718,Tallangatta East,,VIC,Victoria,3700,Rural locality,-36.21366,147.25871,206,56,22.581,Towong (Shire),Australia/Melbourne,1989/5071/10313/12717/12719/12720
12719,Tallangatta South,,VIC,Victoria,3701,Rural locality,-36.33878,147.28747,214,139,267.009,Towong (Shire),Australia/Melbourne,2695/4525/8750/12716/12717/12718/12720
12720,Tallangatta Valley,,VIC,Victoria,3701,Rural locality,-36.33461,147.4597,508,202,377.736,Towong (Shire),Australia/Melbourne,1989/3720/7100/7912/8750/11955/12718/12719
12721,Tallarook,,VIC,Victoria,3659,Urban locality,-37.09361,145.10303,178,736,177.942,Mitchell (Shire),Australia/Melbourne,1773/6099/6893/11291/11918/12495/12552/13345/14397
12722,Tallawang,,NSW,New South Wales,2852,Rural locality,-32.21153,149.39707,513,168,194.522,Mid-Western Regional (Area),Australia/Sydney,718/1082/1215/4113/8388/8488/12537
12723,Tallebudgera,Gold Coast,QLD,Queensland,4228,Suburb,-28.14823,153.42161,29,3667,19.208,Gold Coast (City),Australia/Brisbane,2098/3586/4363/10471/12724
12724,Tallebudgera Valley,Gold Coast,QLD,Queensland,4228,Suburb,-28.13856,153.40706,7,1624,60.197,Gold Coast (City),Australia/Brisbane,428/1445/2098/3586/4115/10186/11289/12260/12723/13568
12725,Tallegalla,,QLD,Queensland,4340,Rural locality,-27.57425,152.54734,111,326,27.275,Ipswich (City),Australia/Brisbane,394/5929/8179/8671/9239/11561/12982/14850
12726,Tallimba,,NSW,New South Wales,2669,Rural locality,-33.9944,146.87969,241,184,610.938,Bland (Area),Australia/Sydney,141/314/684/862/8726/10130/14182/14363
12727,Tallong,,NSW,New South Wales,2579,Rural locality,-34.71855,150.08307,622,813,198.308,Goulburn Mulwaree (Area),Australia/Sydney,4541/8272/8520/8888/12728/13194/14607
12728,Tallowal,,NSW,New South Wales,2540,Rural locality,-34.87824,150.2116,608,0,91.999,Shoalhaven (City),Australia/Sydney,4541/11146/12727/13194
12729,Tallowwood Ridge,,NSW,New South Wales,2453,Rural locality,-30.26567,152.71912,765,45,47.587,Bellingen (Area),Australia/Sydney,2571/3972/8407/8922/10042
12730,Tallwood,,NSW,New South Wales,2798,Rural locality,-33.50087,149.12354,923,73,34.727,Blayney (Area),Australia/Sydney,1857/4514/4856/8637
12731,Tallwoods Village,,NSW,New South Wales,2430,Urban locality,-32.0564,152.5078,36,705,2.439,Mid-Coast (Area),Australia/Sydney,3860/5816/11172/11260
12732,Tallygaroopna,,VIC,Victoria,3634,Urban locality,-36.2389,145.43612,109,579,84.493,Greater Shepparton (City),Australia/Melbourne,2006/3098/4029/8209/8273/9457/14934/15258
12733,Talmalmo,,NSW,New South Wales,2640,Rural locality,-35.95821,147.55838,237,53,263.301,Greater Hume Shire (Area),Australia/Sydney,2061/2150/5553/6562/7477/9067/13065/13946/14859/14978
12734,Talofa,,NSW,New South Wales,2481,Rural locality,-28.67422,153.55987,93,110,5.423,Byron (Area),Australia/Sydney,630/3222/5961/8366
12735,Taloumbi,,NSW,New South Wales,2463,Rural locality,-29.54845,153.26714,9,106,54.112,Clarence Valley (Area),Australia/Sydney,1838/5710/10478/11935/14848/15250
12736,Tamala,,WA,Western Australia,6532,Rural locality,-26.66805,113.6545,13,3,1401.652,Shark Bay (Shire),Australia/Perth,9649/9801/13651/15264
12737,Tamala Park,Perth,WA,Western Australia,6030,Suburb,-31.70748,115.72198,42,0,4.265,Wanneroo (City),Australia/Perth,2109/2852/7058/8669/9762
12738,Tamarama,Sydney,NSW,New South Wales,2026,Suburb,-33.89744,151.27184,50,1622,0.3,Waverley (Area),Australia/Sydney,1424/1807
12739,Tamaree,,QLD,Queensland,4570,Rural locality,-26.13111,152.66389,99,880,8.537,Gympie (Regional Council),Australia/Brisbane,283/648/2722/3284/10041
12740,Tamban,,NSW,New South Wales,2441,Rural locality,-30.84187,152.84661,78,92,68.112,Nambucca (Area),Australia/Sydney,150/734/3041/4565/4566
12741,Tambaroora,,NSW,New South Wales,2850,Rural locality,-33.00104,149.42433,834,41,59.942,Bathurst Regional (Area),Australia/Sydney,5885/6100/13366
12742,Tambar Springs,,NSW,New South Wales,2381,Rural locality,-31.3452,149.82918,458,187,664.219,Gunnedah (Area),Australia/Sydney,1417/3561/8647/9414/9963/11034/11093/12296/15073
12743,Tambellup,,WA,Western Australia,6320,Urban locality,-34.04314,117.64095,269,375,5.412,Broomehill-Tambellup (Shire),Australia/Perth,1348/3721/8919/13944
